Method,Sub name,Concurrency,bonnie-vm1,VDB_Ksec,VDB_%CPU,VDB_Latency,bonnie-vm2,VDB_Ksec,VDB_%CPU,VDB_Latency,bonnie-vm3,VDB_Ksec,VDB_%CPU,VDB_Latency,bonnie-vm4,VDB_Ksec,VDB_%CPU,VDB_Latency
Sequential Output,Rewrite,5,bonnie-vm1,35949,3,127s,bonnie-vm1,53671,5,6288ms,bonnie-vm1,47605,5,5438ms,bonnie-vm1,52096,5,3173ms,bonnie-vm1,48394,5,4778ms,bonnie-vm2,53816,5,4243ms,bonnie-vm2,45312,4,6284ms,bonnie-vm2,31706,3,128s,bonnie-vm2,48671,4,4153ms,bonnie-vm2,48120,4,5826ms,bonnie-vm3,63993,6,3620ms,bonnie-vm3,54964,5,3708ms,bonnie-vm3,59428,6,3864ms,bonnie-vm3,60274,6,3794ms,bonnie-vm3,59536,6,3842ms,bonnie-vm4,68675,7,3744ms,bonnie-vm4,51866,5,5666ms,bonnie-vm4,53112,5,5592ms,bonnie-vm4,74256,8,4377ms,bonnie-vm4,53596,5,5590ms
Sequential Input,Per character,5,bonnie-vm1,3542,86,3967us,bonnie-vm1,3296,82,4332us,bonnie-vm1,3403,81,3919us,bonnie-vm1,3067,69,2098us,bonnie-vm1,3521,80,4160us,bonnie-vm2,3751,84,2310us,bonnie-vm2,3708,84,10583us,bonnie-vm2,3462,79,3905us,bonnie-vm2,3772,85,2150us,bonnie-vm2,3783,85,2222us,bonnie-vm3,3318,80,4181us,bonnie-vm3,3599,84,8351us,bonnie-vm3,3299,77,2112us,bonnie-vm3,3322,76,2059us,bonnie-vm3,3288,74,2110us,bonnie-vm4,2906,66,5947us,bonnie-vm4,2948,67,13818us,bonnie-vm4,2153,52,14014us,bonnie-vm4,1790,39,21779us,bonnie-vm4,2086,47,15133us
Sequential Input,Block,5,bonnie-vm1,1431745,71,1929us,bonnie-vm1,988568,65,1948us,bonnie-vm1,987101,66,4237us,bonnie-vm1,1001215,66,1901us,bonnie-vm1,1008477,67,2253us,bonnie-vm2,1048815,66,11811us,bonnie-vm2,836507,50,8569us,bonnie-vm2,1431944,73,8593us,bonnie-vm2,1060149,68,8458us,bonnie-vm2,838468,50,8557us,bonnie-vm3,997291,65,9566us,bonnie-vm3,947878,53,9546us,bonnie-vm3,1065538,69,8953us,bonnie-vm3,1037004,68,8942us,bonnie-vm3,879106,52,9907us,bonnie-vm4,843079,50,12311us,bonnie-vm4,900480,50,12027us,bonnie-vm4,717448,41,17513us,bonnie-vm4,684565,40,15477us,bonnie-vm4,714911,41,15408us
Random,Seeks,5,bonnie-vm1,237.1,1,3080us,bonnie-vm1,125.8,1,9316ms,bonnie-vm1,128.4,1,8432ms,bonnie-vm1,141.8,1,5066ms,bonnie-vm1,127.8,1,6131ms,bonnie-vm2,184.7,2,7415ms,bonnie-vm2,184.3,2,6841ms,bonnie-vm2,201.8,3,3890us,bonnie-vm2,183.7,2,5111ms,bonnie-vm2,185.6,2,4985ms,bonnie-vm3,185.9,2,2905ms,bonnie-vm3,187.5,2,2824us,bonnie-vm3,181.7,2,5051ms,bonnie-vm3,186.4,1,3380ms,bonnie-vm3,184.5,2,8558ms,bonnie-vm4,134.9,1,9429ms,bonnie-vm4,135.0,1,3921us,bonnie-vm4,134.9,1,10988ms,bonnie-vm4,129.8,1,11323ms,bonnie-vm4,134.9,1,10129ms
Sequential Create,Create,5,bonnie-vm1,8786,11,263ms,bonnie-vm1,8784,12,217ms,bonnie-vm1,8761,11,382ms,bonnie-vm1,8760,11,375us,bonnie-vm1,8770,12,216ms,bonnie-vm2,4319,5,234ms,bonnie-vm2,4323,5,473us,bonnie-vm2,4319,5,454us,bonnie-vm2,4319,5,229ms,bonnie-vm2,4324,5,301ms,bonnie-vm3,4643,6,515us,bonnie-vm3,4651,6,302ms,bonnie-vm3,4643,6,226ms,bonnie-vm3,4643,6,293ms,bonnie-vm3,4653,6,120ms,bonnie-vm4,2208,3,691ms,bonnie-vm4,2207,3,640ms,bonnie-vm4,2207,3,9079us,bonnie-vm4,2209,3,578ms,bonnie-vm4,2212,3,578ms
Sequential Create,Read,5,bonnie-vm1,+++++,+++,353us,bonnie-vm1,+++++,+++,389us,bonnie-vm1,+++++,+++,357us,bonnie-vm1,+++++,+++,365us,bonnie-vm1,+++++,+++,348us,bonnie-vm2,+++++,+++,345us,bonnie-vm2,+++++,+++,348us,bonnie-vm2,+++++,+++,350us,bonnie-vm2,+++++,+++,354us,bonnie-vm2,+++++,+++,373us,bonnie-vm3,+++++,+++,490us,bonnie-vm3,+++++,+++,355us,bonnie-vm3,+++++,+++,355us,bonnie-vm3,+++++,+++,339us,bonnie-vm3,+++++,+++,486us,bonnie-vm4,+++++,+++,8101us,bonnie-vm4,+++++,+++,363us,bonnie-vm4,+++++,+++,352us,bonnie-vm4,+++++,+++,346us,bonnie-vm4,+++++,+++,362us
Sequential Create,Delete,5,bonnie-vm1,2688,2,422us,bonnie-vm1,2687,3,116ms,bonnie-vm1,2687,2,144ms,bonnie-vm1,2687,3,112ms,bonnie-vm1,2687,3,112ms,bonnie-vm2,4405,4,1113us,bonnie-vm2,4405,5,1309us,bonnie-vm2,4405,5,999us,bonnie-vm2,4405,5,813us,bonnie-vm2,4405,4,994us,bonnie-vm3,6373,7,789us,bonnie-vm3,6373,7,762us,bonnie-vm3,6373,6,1107us,bonnie-vm3,6373,7,792us,bonnie-vm3,6373,7,770us,bonnie-vm4,722,0,188ms,bonnie-vm4,721,0,154ms,bonnie-vm4,722,0,567us,bonnie-vm4,721,0,271ms,bonnie-vm4,721,0,611us
Random create,Create,5,bonnie-vm1,7321,9,543us,bonnie-vm1,7321,9,117ms,bonnie-vm1,7339,9,112ms,bonnie-vm1,7353,9,163ms,bonnie-vm1,7341,10,113ms,bonnie-vm2,4370,5,166ms,bonnie-vm2,4367,5,308us,bonnie-vm2,4375,5,129ms,bonnie-vm2,4380,5,128ms,bonnie-vm2,4367,5,123ms,bonnie-vm3,7734,10,358us,bonnie-vm3,7734,10,110ms,bonnie-vm3,7741,10,108ms,bonnie-vm3,7734,10,115ms,bonnie-vm3,7741,10,317us,bonnie-vm4,2730,3,214ms,bonnie-vm4,2728,4,250us,bonnie-vm4,2728,3,208ms,bonnie-vm4,2734,3,288ms,bonnie-vm4,2738,4,246ms
Random create,Read,5,bonnie-vm1,+++++,+++,46us,bonnie-vm1,+++++,+++,57us,bonnie-vm1,+++++,+++,18us,bonnie-vm1,+++++,+++,20us,bonnie-vm1,+++++,+++,72us,bonnie-vm2,+++++,+++,25us,bonnie-vm2,+++++,+++,23us,bonnie-vm2,+++++,+++,36us,bonnie-vm2,+++++,+++,39us,bonnie-vm2,+++++,+++,36us,bonnie-vm3,+++++,+++,15us,bonnie-vm3,+++++,+++,16us,bonnie-vm3,+++++,+++,45us,bonnie-vm3,+++++,+++,56us,bonnie-vm3,+++++,+++,59us,bonnie-vm4,+++++,+++,30us,bonnie-vm4,+++++,+++,61us,bonnie-vm4,+++++,+++,36us,bonnie-vm4,+++++,+++,12019us,bonnie-vm4,+++++,+++,51us
Random create,Delete,5,bonnie-vm1,3832,4,132ms,bonnie-vm1,3832,4,1246us,bonnie-vm1,3832,4,727us,bonnie-vm1,3832,4,813us,bonnie-vm1,3832,4,1063us,bonnie-vm2,3764,4,704us,bonnie-vm2,3765,4,994us,bonnie-vm2,3765,4,688us,bonnie-vm2,3765,4,1159us,bonnie-vm2,3765,4,916us,bonnie-vm3,3613,4,730us,bonnie-vm3,3613,4,735us,bonnie-vm3,3613,4,732us,bonnie-vm3,3613,4,726us,bonnie-vm3,3613,4,740us,bonnie-vm4,3310,4,285ms,bonnie-vm4,3311,4,486us,bonnie-vm4,3317,3,316ms,bonnie-vm4,3311,3,281ms,bonnie-vm4,3311,3,705us
Method,Sub name,Concurrency,bonnie-vm1,VDB_Ksec,VDB_%CPU,VDB_Latency,bonnie-vm1,VDC_Ksec,VDC_%CPU,VDC_Latency,bonnie-vm1,VDD_Ksec,VDD_%CPU,VDD_Latency,bonnie-vm1,VDE_Ksec,VDE_%CPU,VDE_Latency,bonnie-vm1,VDF_Ksec,VDF_%CPU,VDF_Latency,bonnie-vm1,VDG_Ksec,VDG_%CPU,VDG_Latency,bonnie-vm2,VDB_Ksec,VDB_%CPU,VDB_Latency,bonnie-vm2,VDC_Ksec,VDC_%CPU,VDC_Latency,bonnie-vm2,VDD_Ksec,VDD_%CPU,VDD_Latency,bonnie-vm2,VDE_Ksec,VDE_%CPU,VDE_Latency,bonnie-vm2,VDF_Ksec,VDF_%CPU,VDF_Latency,bonnie-vm2,VDG_Ksec,VDG_%CPU,VDG_Latency,bonnie-vm3,VDB_Ksec,VDB_%CPU,VDB_Latency,bonnie-vm3,VDC_Ksec,VDC_%CPU,VDC_Latency,bonnie-vm3,VDD_Ksec,VDD_%CPU,VDD_Latency,bonnie-vm3,VDE_Ksec,VDE_%CPU,VDE_Latency,bonnie-vm3,VDF_Ksec,VDF_%CPU,VDF_Latency,bonnie-vm3,VDG_Ksec,VDG_%CPU,VDG_Latency,bonnie-vm4,VDB_Ksec,VDB_%CPU,VDB_Latency,bonnie-vm4,VDC_Ksec,VDC_%CPU,VDC_Latency,bonnie-vm4,VDD_Ksec,VDD_%CPU,VDD_Latency,bonnie-vm4,VDE_Ksec,VDE_%CPU,VDE_Latency,bonnie-vm4,VDF_Ksec,VDF_%CPU,VDF_Latency,bonnie-vm4,VDG_Ksec,VDG_%CPU,VDG_Latency
Sequential Output,Per character,6,bonnie-vm1,737,92,10360us,bonnie-vm1,733,91,10363us,bonnie-vm1,737,93,10575us,bonnie-vm1,769,92,10039us,bonnie-vm1,752,93,11190us,bonnie-vm1,732,92,10323us,bonnie-vm2,746,93,10241us,bonnie-vm2,725,93,10573us,bonnie-vm2,650,87,12587us,bonnie-vm2,687,89,10823us,bonnie-vm2,734,92,10372us,bonnie-vm2,556,79,12626us,bonnie-vm3,749,93,11634us,bonnie-vm3,629,86,27128us,bonnie-vm3,749,93,21996us,bonnie-vm3,792,92,17976us,bonnie-vm3,742,92,24581us,bonnie-vm3,743,93,10411us,bonnie-vm4,373,57,1156ms,bonnie-vm4,381,57,36829us,bonnie-vm4,360,58,42995us,bonnie-vm4,375,61,937ms,bonnie-vm4,350,60,760ms,bonnie-vm4,356,54,1971ms
Sequential Output,Block,6,bonnie-vm1,25614,2,3312ms,bonnie-vm1,16339,1,4680ms,bonnie-vm1,29727,3,3703ms,bonnie-vm1,21949,2,4939ms,bonnie-vm1,30286,3,3615ms,bonnie-vm1,35912,4,4805ms,bonnie-vm2,11518,1,4969ms,bonnie-vm2,32519,3,2298ms,bonnie-vm2,32667,3,2909ms,bonnie-vm2,16828,1,3219ms,bonnie-vm2,27581,3,4174ms,bonnie-vm2,32447,3,2644ms,bonnie-vm3,21688,2,127s,bonnie-vm3,27140,3,5285ms,bonnie-vm3,26875,2,3484ms,bonnie-vm3,30979,3,2313ms,bonnie-vm3,35955,3,3054ms,bonnie-vm3,39615,4,2818ms,bonnie-vm4,29862,3,2315ms,bonnie-vm4,25519,3,2773ms,bonnie-vm4,29413,3,2515ms,bonnie-vm4,25788,3,2699ms,bonnie-vm4,34087,4,2741ms,bonnie-vm4,28366,3,2194ms
Sequential Output,Rewrite,6,bonnie-vm1,61774,6,4215ms,bonnie-vm1,63044,6,3138ms,bonnie-vm1,68919,7,3002ms,bonnie-vm1,62850,6,3076ms,bonnie-vm1,61509,6,3292ms,bonnie-vm1,61379,6,3496ms,bonnie-vm2,71371,7,2763ms,bonnie-vm2,41105,4,128s,bonnie-vm2,72516,7,2944ms,bonnie-vm2,70914,7,2535ms,bonnie-vm2,72631,7,3654ms,bonnie-vm2,69064,7,2942ms,bonnie-vm3,60227,6,4480ms,bonnie-vm3,56493,5,4339ms,bonnie-vm3,33424,3,128s,bonnie-vm3,65308,6,3235ms,bonnie-vm3,59604,6,4662ms,bonnie-vm3,55725,5,3689ms,bonnie-vm4,51462,5,5624ms,bonnie-vm4,55372,6,4332ms,bonnie-vm4,50276,5,5585ms,bonnie-vm4,52863,5,5482ms,bonnie-vm4,59273,6,4314ms,bonnie-vm4,50570,5,4324ms
Sequential Input,Per character,6,bonnie-vm1,3572,80,2228us,bonnie-vm1,3562,81,4119us,bonnie-vm1,3577,82,4133us,bonnie-vm1,3936,86,2066us,bonnie-vm1,3611,81,2127us,bonnie-vm1,3736,84,2125us,bonnie-vm2,3518,79,2243us,bonnie-vm2,3143,80,2610us,bonnie-vm2,3715,82,3870us,bonnie-vm2,3657,81,2089us,bonnie-vm2,3657,83,3979us,bonnie-vm2,3529,80,2111us,bonnie-vm3,2892,64,2094us,bonnie-vm3,2932,66,4984us,bonnie-vm3,2957,67,8900us,bonnie-vm3,2730,67,2897us,bonnie-vm3,2691,60,2346us,bonnie-vm3,2957,66,2048us,bonnie-vm4,2299,54,21865us,bonnie-vm4,2298,52,21832us,bonnie-vm4,2824,63,13880us,bonnie-vm4,2722,62,14010us,bonnie-vm4,2277,56,21800us,bonnie-vm4,2876,65,13949us
Sequential Input,Block,6,bonnie-vm1,862628,57,2918us,bonnie-vm1,844043,58,3145us,bonnie-vm1,835610,59,2104us,bonnie-vm1,877225,59,1534us,bonnie-vm1,904167,60,1476us,bonnie-vm1,928048,60,1684us,bonnie-vm2,934020,62,2146us,bonnie-vm2,1154638,55,1214us,bonnie-vm2,946112,63,1204us,bonnie-vm2,952966,64,938us,bonnie-vm2,842352,54,23550us,bonnie-vm2,975811,65,1175us,bonnie-vm3,958768,65,10405us,bonnie-vm3,786421,50,10443us,bonnie-vm3,1376359,72,10253us,bonnie-vm3,970645,66,10215us,bonnie-vm3,788776,50,10210us,bonnie-vm3,986987,67,10271us,bonnie-vm4,862149,49,10886us,bonnie-vm4,831686,50,10761us,bonnie-vm4,672973,40,18631us,bonnie-vm4,673396,39,20728us,bonnie-vm4,641513,39,10076us,bonnie-vm4,1088241,65,10408us
Random,Seeks,6,bonnie-vm1,53.0,0,2917us,bonnie-vm1,53.0,0,3130us,bonnie-vm1,52.8,0,3357ms,bonnie-vm1,52.8,0,2673ms,bonnie-vm1,52.7,0,129s,bonnie-vm1,52.9,0,7893ms,bonnie-vm2,166.6,1,8920ms,bonnie-vm2,361.9,2,3058us,bonnie-vm2,166.6,2,5870ms,bonnie-vm2,166.6,1,4825ms,bonnie-vm2,164.0,2,4664ms,bonnie-vm2,166.4,1,3828ms,bonnie-vm3,135.7,1,8106ms,bonnie-vm3,136.4,1,8768ms,bonnie-vm3,173.5,2,5985us,bonnie-vm3,136.4,1,5725ms,bonnie-vm3,136.4,1,7333ms,bonnie-vm3,136.4,1,7348ms,bonnie-vm4,156.2,1,4109us,bonnie-vm4,98.9,2,11153ms,bonnie-vm4,155.0,2,13792ms,bonnie-vm4,155.0,2,10445ms,bonnie-vm4,101.6,1,7087ms,bonnie-vm4,155.2,2,4966ms
Sequential Create,Create,6,bonnie-vm1,4623,6,688ms,bonnie-vm1,4632,6,601ms,bonnie-vm1,4623,6,344us,bonnie-vm1,4623,6,290ms,bonnie-vm1,4623,6,483us,bonnie-vm1,4628,6,278ms,bonnie-vm2,5463,7,376ms,bonnie-vm2,5456,7,379ms,bonnie-vm2,5456,7,373ms,bonnie-vm2,5456,7,342us,bonnie-vm2,5469,7,209ms,bonnie-vm2,5455,7,192ms,bonnie-vm3,4840,6,211ms,bonnie-vm3,4863,7,323ms,bonnie-vm3,4840,6,363ms,bonnie-vm3,4841,6,469ms,bonnie-vm3,4840,6,329ms,bonnie-vm3,4840,6,365us,bonnie-vm4,3184,4,597ms,bonnie-vm4,3179,4,157ms,bonnie-vm4,3178,4,540ms,bonnie-vm4,3178,4,653ms,bonnie-vm4,3174,4,753ms,bonnie-vm4,3173,4,367us
Sequential Create,Read,6,bonnie-vm1,+++++,+++,367us,bonnie-vm1,+++++,+++,386us,bonnie-vm1,+++++,+++,336us,bonnie-vm1,+++++,+++,342us,bonnie-vm1,+++++,+++,367us,bonnie-vm1,+++++,+++,367us,bonnie-vm2,+++++,+++,353us,bonnie-vm2,+++++,+++,364us,bonnie-vm2,+++++,+++,396us,bonnie-vm2,+++++,+++,339us,bonnie-vm2,+++++,+++,369us,bonnie-vm2,+++++,+++,349us,bonnie-vm3,+++++,+++,373us,bonnie-vm3,+++++,+++,360us,bonnie-vm3,+++++,+++,550us,bonnie-vm3,+++++,+++,620us,bonnie-vm3,+++++,+++,376us,bonnie-vm3,+++++,+++,360us,bonnie-vm4,+++++,+++,361us,bonnie-vm4,+++++,+++,354us,bonnie-vm4,+++++,+++,12022us,bonnie-vm4,+++++,+++,645us,bonnie-vm4,+++++,+++,346us,bonnie-vm4,+++++,+++,353us
Sequential Create,Delete,6,bonnie-vm1,1943,2,1369us,bonnie-vm1,1942,2,791us,bonnie-vm1,1943,2,887us,bonnie-vm1,1942,2,762us,bonnie-vm1,1943,2,1134us,bonnie-vm1,1943,2,858us,bonnie-vm2,7721,9,629us,bonnie-vm2,7721,8,718us,bonnie-vm2,7721,9,722us,bonnie-vm2,7721,9,1009us,bonnie-vm2,7721,9,752us,bonnie-vm2,7721,9,713us,bonnie-vm3,2363,2,1085us,bonnie-vm3,2363,3,1006us,bonnie-vm3,2363,3,756us,bonnie-vm3,2363,3,1077us,bonnie-vm3,2363,3,1212us,bonnie-vm3,2363,3,1013us,bonnie-vm4,1012,1,884us,bonnie-vm4,1012,1,627us,bonnie-vm4,1012,1,176ms,bonnie-vm4,1012,1,176ms,bonnie-vm4,1012,1,158ms,bonnie-vm4,1012,1,540ms
Random create,Create,6,bonnie-vm1,3050,4,431ms,bonnie-vm1,3113,4,199ms,bonnie-vm1,3047,3,289us,bonnie-vm1,3048,4,194ms,bonnie-vm1,3052,3,169ms,bonnie-vm1,3050,4,164ms,bonnie-vm2,5531,7,287us,bonnie-vm2,5724,7,120ms,bonnie-vm2,5531,7,148ms,bonnie-vm2,5531,7,154ms,bonnie-vm2,5539,7,124ms,bonnie-vm2,5538,7,108ms,bonnie-vm3,3282,4,137ms,bonnie-vm3,3277,4,143ms,bonnie-vm3,3282,4,458us,bonnie-vm3,3287,4,135ms,bonnie-vm3,3283,4,120ms,bonnie-vm3,3277,4,136ms,bonnie-vm4,6443,9,110ms,bonnie-vm4,6452,9,242us,bonnie-vm4,6472,9,102ms,bonnie-vm4,6473,9,320ms,bonnie-vm4,6505,9,346ms,bonnie-vm4,6472,9,143ms
Random create,Read,6,bonnie-vm1,+++++,+++,75us,bonnie-vm1,+++++,+++,24us,bonnie-vm1,+++++,+++,46us,bonnie-vm1,+++++,+++,21us,bonnie-vm1,+++++,+++,16us,bonnie-vm1,+++++,+++,17us,bonnie-vm2,+++++,+++,30us,bonnie-vm2,+++++,+++,42us,bonnie-vm2,+++++,+++,59us,bonnie-vm2,+++++,+++,45us,bonnie-vm2,+++++,+++,23us,bonnie-vm2,+++++,+++,25us,bonnie-vm3,+++++,+++,56us,bonnie-vm3,+++++,+++,23us,bonnie-vm3,+++++,+++,27us,bonnie-vm3,+++++,+++,21us,bonnie-vm3,+++++,+++,50us,bonnie-vm3,+++++,+++,26us,bonnie-vm4,+++++,+++,12021us,bonnie-vm4,+++++,+++,46us,bonnie-vm4,+++++,+++,5481us,bonnie-vm4,+++++,+++,6767us,bonnie-vm4,+++++,+++,11984us,bonnie-vm4,+++++,+++,70us
Random create,Delete,6,bonnie-vm1,2113,2,780us,bonnie-vm1,2113,2,756us,bonnie-vm1,2113,2,1108us,bonnie-vm1,2113,2,746us,bonnie-vm1,2113,2,1087us,bonnie-vm1,2113,2,1352us,bonnie-vm2,3182,4,1445us,bonnie-vm2,3182,3,756us,bonnie-vm2,3182,4,998us,bonnie-vm2,3182,4,1205us,bonnie-vm2,3182,3,1061us,bonnie-vm2,3182,3,849us,bonnie-vm3,2074,2,1100us,bonnie-vm3,2074,2,1109us,bonnie-vm3,2074,2,853us,bonnie-vm3,2074,2,1374us,bonnie-vm3,2074,2,690us,bonnie-vm3,2074,2,756us,bonnie-vm4,1534,1,557us,bonnie-vm4,1534,1,498ms,bonnie-vm4,1536,1,118ms,bonnie-vm4,1535,1,303ms,bonnie-vm4,1534,1,567us,bonnie-vm4,1534,1,236ms
Method,Sub name,Concurrency,bonnie-vm1,VDB_Ksec,VDB_%CPU,VDB_Latency,bonnie-vm1,VDC_Ksec,VDC_%CPU,VDC_Latency,bonnie-vm1,VDD_Ksec,VDD_%CPU,VDD_Latency,bonnie-vm1,VDE_Ksec,VDE_%CPU,VDE_Latency,bonnie-vm1,VDF_Ksec,VDF_%CPU,VDF_Latency,bonnie-vm1,VDG_Ksec,VDG_%CPU,VDG_Latency,bonnie-vm1,VDH_Ksec,VDH_%CPU,VDH_Latency,bonnie-vm2,VDB_Ksec,VDB_%CPU,VDB_Latency,bonnie-vm2,VDC_Ksec,VDC_%CPU,VDC_Latency,bonnie-vm2,VDD_Ksec,VDD_%CPU,VDD_Latency,bonnie-vm2,VDE_Ksec,VDE_%CPU,VDE_Latency,bonnie-vm2,VDF_Ksec,VDF_%CPU,VDF_Latency,bonnie-vm2,VDG_Ksec,VDG_%CPU,VDG_Latency,bonnie-vm2,VDH_Ksec,VDH_%CPU,VDH_Latency,bonnie-vm3,VDB_Ksec,VDB_%CPU,VDB_Latency,bonnie-vm3,VDC_Ksec,VDC_%CPU,VDC_Latency,bonnie-vm3,VDD_Ksec,VDD_%CPU,VDD_Latency,bonnie-vm3,VDE_Ksec,VDE_%CPU,VDE_Latency,bonnie-vm3,VDF_Ksec,VDF_%CPU,VDF_Latency,bonnie-vm3,VDG_Ksec,VDG_%CPU,VDG_Latency,bonnie-vm3,VDH_Ksec,VDH_%CPU,VDH_Latency,bonnie-vm4,VDB_Ksec,VDB_%CPU,VDB_Latency,bonnie-vm4,VDC_Ksec,VDC_%CPU,VDC_Latency,bonnie-vm4,VDD_Ksec,VDD_%CPU,VDD_Latency,bonnie-vm4,VDE_Ksec,VDE_%CPU,VDE_Latency,bonnie-vm4,VDF_Ksec,VDF_%CPU,VDF_Latency,bonnie-vm4,VDG_Ksec,VDG_%CPU,VDG_Latency,bonnie-vm4,VDH_Ksec,VDH_%CPU,VDH_Latency
Sequential Output,Per character,7,bonnie-vm1,722,90,10308us,bonnie-vm1,712,89,12018us,bonnie-vm1,743,92,16435us,bonnie-vm1,737,93,18071us,bonnie-vm1,741,93,11027us,bonnie-vm1,751,91,10442us,bonnie-vm1,737,92,10210us,bonnie-vm2,787,95,10099us,bonnie-vm2,755,95,11770us,bonnie-vm2,693,94,11851us,bonnie-vm2,749,95,11414us,bonnie-vm2,750,91,10388us,bonnie-vm2,751,94,10386us,bonnie-vm2,734,92,11168us,bonnie-vm3,731,90,10631us,bonnie-vm3,722,93,10866us,bonnie-vm3,744,92,21959us,bonnie-vm3,755,92,11355us,bonnie-vm3,737,91,10905us,bonnie-vm3,776,92,10336us,bonnie-vm3,743,90,25758us,bonnie-vm4,319,52,837ms,bonnie-vm4,354,55,37157us,bonnie-vm4,333,49,189ms,bonnie-vm4,285,43,2752ms,bonnie-vm4,343,50,537ms,bonnie-vm4,343,51,35859us,bonnie-vm4,294,45,2687ms
Sequential Output,Block,7,bonnie-vm1,28341,3,5869ms,bonnie-vm1,25483,2,3492ms,bonnie-vm1,17918,2,6191ms,bonnie-vm1,28108,3,3288ms,bonnie-vm1,26808,2,4616ms,bonnie-vm1,30354,3,2913ms,bonnie-vm1,27505,3,2691ms,bonnie-vm2,19148,2,8605ms,bonnie-vm2,22589,2,6858ms,bonnie-vm2,23108,2,5247ms,bonnie-vm2,25025,2,3086ms,bonnie-vm2,20956,2,5342ms,bonnie-vm2,25181,2,5993ms,bonnie-vm2,27022,3,3432ms,bonnie-vm3,26031,2,4929ms,bonnie-vm3,25600,2,3110ms,bonnie-vm3,25556,2,6685ms,bonnie-vm3,21326,2,4432ms,bonnie-vm3,25060,2,4886ms,bonnie-vm3,23568,2,2659ms,bonnie-vm3,26652,3,4259ms,bonnie-vm4,28490,3,4305ms,bonnie-vm4,27687,3,3204ms,bonnie-vm4,27326,3,4528ms,bonnie-vm4,26789,3,3329ms,bonnie-vm4,26132,3,7391ms,bonnie-vm4,13312,1,3336ms,bonnie-vm4,16466,2,5808ms
Sequential Output,Rewrite,7,bonnie-vm1,35606,4,5019ms,bonnie-vm1,34816,3,4745ms,bonnie-vm1,35062,4,5728ms,bonnie-vm1,35765,4,5799ms,bonnie-vm1,34650,3,5151ms,bonnie-vm1,34206,3,5570ms,bonnie-vm1,34619,3,7648ms,bonnie-vm2,35717,3,5315ms,bonnie-vm2,38678,4,4419ms,bonnie-vm2,34454,3,6330ms,bonnie-vm2,37421,4,5661ms,bonnie-vm2,34922,3,5539ms,bonnie-vm2,28494,2,128s,bonnie-vm2,37008,4,7170ms,bonnie-vm3,40924,4,4814ms,bonnie-vm3,39033,4,5085ms,bonnie-vm3,38427,4,5096ms,bonnie-vm3,40370,4,6544ms,bonnie-vm3,40226,4,5281ms,bonnie-vm3,29524,3,129s,bonnie-vm3,27772,2,132s,bonnie-vm4,44092,5,6637ms,bonnie-vm4,45234,5,4497ms,bonnie-vm4,45447,5,4393ms,bonnie-vm4,45235,5,4270ms,bonnie-vm4,35091,3,127s,bonnie-vm4,45138,5,3440ms,bonnie-vm4,43232,4,6134ms
